Municipio ;Departamento;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
San Mateo;Boyaca;36.94163226;41.09159268;41.02820506;32.80250462;35.09518396;36.50232752;41.26538858;44.24663811;47.10138678;40.95043168;51.31859701;83.93692544
San Miguel De Sema;Boyaca;31.62401544;34.64632977;35.53404017;37.20410623;41.76450157;47.2575883;38.34757965;40.57320238;41.0260182;42.34697982;46.81632765;55.67040393
San Pablo De Borbur;Boyaca;47.34171378;51.48636062;55.59461761;60.78512186;68.41080708;70.55544405;66.00371506;71.55385562;74.33100837;69.58092699;82.18695259;102.3755863
Santana;Boyaca;47.21174892;56.44752849;66.96366431;64.01016106;69.71612423;76.09850643;82.69032486;86.07353476;95.21373259;84.62464661;117.3612693;141.9049463
Santa Maria;Boyaca;337.5554964;349.6529833;369.9904551;445.4234182;465.6796345;533.1446676;545.2075492;606.0127548;675.5592697;708.6806888;806.5626059;1017.230168
Santa Rosa De Viterbo;Boyaca;80.72860892;86.9274653;86.85267361;99.31069708;97.74018806;103.2331297;109.3807756;116.0573145;125.1360863;114.8798814;133.2699823;166.0474932
Santa Sofia;Boyaca;39.33549561;40.75506638;39.53278138;46.57048883;47.0238419;50.31424643;62.33243748;79.34380398;86.46054063;78.11797149;76.49770673;100.0961528
Sativanorte;Boyaca;15.5158055;29.16909914;22.37991802;19.74747261;21.42248907;22.46808576;24.22495206;24.2050609;31.28646735;31.62790179;40.48904211;53.67717677
Sativasur;Boyaca;11.34951265;12.58316921;13.65660313;10.98404179;17.72298934;20.48623462;26.51867223;31.96789169;31.0126803;20.42955704;30.87433025;52.65868282
Siachoque;Boyaca;84.00121123;89.44180649;86.54865583;112.829384;95.8088945;118.9994609;106.2440193;151.9092804;156.6065638;163.2286621;198.1711885;249.7376401
Soata;Boyaca;56.9301505;61.67563629;67.43917486;74.01727967;75.56187594;79.76783593;84.89913719;95.6986147;102.2746132;93.15544461;107.4039868;138.6268171
Socota;Boyaca;83.81343852;86.46248765;102.6194926;85.1489037;90.03496403;112.3106065;140.3939683;156.2849955;123.6208237;106.7841742;138.7209941;315.3455197
Socha;Boyaca;104.2620211;92.3533942;103.0152958;87.87178995;109.992931;121.8200068;142.1032185;161.3875411;146.8788549;125.5637001;154.8367742;234.6175986
Sogamoso;Boyaca;1765.097515;1794.744558;1982.514966;2198.50827;2413.304428;2678.595758;2762.964366;2971.511668;3039.934121;2907.352444;3125.540157;3670.109898
Somondoco;Boyaca;34.4877445;29.72269166;34.89126392;36.95041638;36.46622201;39.86699249;38.81039366;41.209263;42.36279344;40.96890177;48.61820398;66.79899318
Sora;Boyaca;16.35833349;17.01634329;23.10385525;24.88460459;25.96969146;27.38649677;31.77660132;32.9370463;35.39407705;30.27489709;38.98459395;55.47626483
Sotaquira;Boyaca;67.42527108;69.61961687;75.22519269;91.33205422;90.91660634;101.3753217;99.20522049;104.5410666;106.1527319;97.45495558;120.8618119;141.8526745
Soraca;Boyaca;55.37850764;59.74828525;65.85146383;100.5852014;97.5559714;65.62306922;114.8335003;105.946014;115.5056667;102.4906168;106.4375693;131.999008
Susacon;Boyaca;19.45572468;20.54166761;21.21145779;21.51086585;20.90653011;22.15429285;23.6238816;25.70572052;27.86659132;26.54033345;31.41673015;47.09323877
Sutamarchan;Boyaca;66.08083226;90.2807376;71.02078719;57.38460735;73.45326733;86.48229666;84.22507422;115.9354087;139.721434;131.206426;236.4027474;299.9728257
Sutatenza;Boyaca;48.17020457;42.60354234;44.13800993;49.79469013;52.2641626;64.46888147;61.48106329;65.94888579;59.64128665;53.73131466;61.21971586;80.01387656
Tasco;Boyaca;61.95920503;61.87385914;60.66902196;52.67340939;63.16660842;74.1052437;78.28491769;83.8024388;67.36636236;66.82010712;73.37273769;144.5661466
Tenza;Boyaca;74.67186711;91.902851;86.93607932;76.15250812;78.71478158;68.27593913;68.92562141;74.65601346;76.52696609;66.84552782;76.41072864;100.49716
Tibana;Boyaca;53.3559542;60.56913689;85.10419256;91.85507376;94.77444488;119.8846113;163.949488;199.3210315;249.3566651;239.7946678;308.8855592;403.4343349
Tibasosa;Boyaca;428.5500125;440.0339349;392.5048748;479.8874756;629.8766119;659.7166433;653.6589958;723.0198394;765.7748188;778.5184303;838.9285746;1010.604542
Tinjaca;Boyaca;28.5886151;26.64356628;26.01275903;33.63423673;35.19457971;32.1234899;37.34523902;46.45257982;49.49952979;47.50154452;47.07620531;59.82906769
Tipacoque;Boyaca;20.11947028;23.49508876;23.87706488;25.57073553;26.49209899;28.68457895;30.82848915;32.69715746;32.7772487;33.82511046;36.68556842;45.85249198
Toca;Boyaca;72.22642592;73.64149531;92.1599353;96.97190194;99.04031388;146.2874063;150.6812394;158.4643985;166.2699882;161.1022529;180.2419778;243.2129866
Togui;Boyaca;34.3449305;37.76821842;39.32608354;41.21234202;48.51955309;53.19266636;36.37671335;39.56385829;51.56454029;54.92767403;69.26129886;84.57845043
Topaga;Boyaca;35.74109111;36.39102319;35.45800683;32.88812254;40.7637659;53.46787214;57.64122788;55.87646331;57.68299365;58.81941917;59.83864437;101.1495339
Tota;Boyaca;33.49829207;34.68714254;41.64446211;47.10787358;50.69099594;63.15047489;72.13542867;66.40070326;61.68796626;51.85760456;61.75784404;81.44835091
Tunungua;Boyaca;17.10995952;19.51560036;22.12942944;24.85921672;29.24039189;51.71928991;89.13296124;84.83978201;88.86122169;84.89055132;99.56504612;102.9555671
Turmeque;Boyaca;51.43226963;50.4653675;57.61353034;60.1380284;64.3334902;82.00849806;92.27300269;100.227436;106.8130576;112.8247559;139.8105449;168.1206393
Tuta;Boyaca;287.8530198;311.9291147;288.6743833;364.3649268;391.9142186;599.6504508;625.2948784;681.1099519;754.5904982;533.6885292;918.8817394;1108.737338
Tutaza;Boyaca;28.1016824;29.73730594;41.11311921;46.37488282;48.61899837;59.93761152;44.97297818;30.66379575;40.97468079;35.94127199;38.67747477;48.58468243
Umbita;Boyaca;57.01657579;61.82373349;74.36183445;80.92639436;90.71997416;99.59594639;91.75713465;91.90916762;89.95818489;84.04662723;96.97566184;133.8279199
Ventaquemada;Boyaca;125.6118907;155.5296934;163.6230961;228.4746172;251.7817236;224.8711316;248.9061154;281.26352;289.2879028;269.7132562;305.2215948;433.8863228
Villa De Leyva;Boyaca;280.9681969;224.8263481;343.8290144;197.6773681;236.8150447;230.8137443;213.9679656;268.6386956;427.6541628;606.9903114;595.3274806;807.7821252
Viracacha;Boyaca;25.10454656;28.63119246;33.11579422;38.53799227;41.30269384;38.8568534;38.47652269;35.59449718;35.36677445;34.49215491;41.62354684;52.13263138
Zetaquira;Boyaca;34.54980283;38.5658893;46.09435785;48.2933716;55.42106558;53.51407103;56.02131235;57.00643731;59.91568589;61.50638635;77.17712152;90.87717995
Manizales;Caldas;3995.959505;4237.983714;4637.124957;5166.727997;5636.754176;6193.657029;6601.541168;6966.705319;7481.727654;7174.885325;8630.44344;9802.247861
Aguadas;Caldas;162.1090564;149.1741628;192.106236;202.1163512;227.284979;236.5287845;273.8439464;314.7195563;361.2121956;384.3107035;454.7307624;675.2603233
Anserma;Caldas;265.1887175;260.8128541;303.8424731;346.0178841;364.1485717;373.5051037;393.0299966;412.9937644;417.4362276;469.2967111;502.3675373;558.9340319
Aranzazu;Caldas;91.41599663;104.813691;113.8833944;120.3548625;118.5100201;123.4639631;124.3775191;129.1907792;141.6356666;128.1406734;171.1406328;288.1753618
Belalcazar;Caldas;103.7134522;106.0508356;108.6165953;111.5920445;118.0808031;161.7648937;156.8886851;206.7006439;206.0207794;206.4190651;212.0836065;274.9888799
Chinchina;Caldas;697.6064464;714.0366436;699.8870698;782.8849188;1005.448195;1163.323053;1162.04806;1291.813524;1384.633682;1506.774612;1568.741265;1899.228159
Filadelfia;Caldas;94.13019447;106.8529088;114.188523;117.0801152;104.7127077;103.8712009;104.9363635;112.3075769;123.7921145;123.7633134;145.4386508;182.6691944
La Dorada;Caldas;625.6391452;659.4368621;736.179278;791.4242542;842.7407399;956.1457109;1019.475827;1075.90496;1174.657737;1170.938743;1363.810313;1622.429281
La Merced;Caldas;39.82400495;42.87037051;45.67165318;51.6338929;54.65776353;55.77336718;56.90645745;56.55816541;64.3050865;60.95688231;69.13332069;88.99634866
Manzanares;Caldas;140.5238754;140.4802079;170.0559882;161.3284061;156.6469309;181.3635123;175.8148272;187.2007328;203.8582006;200.5994466;277.8346907;374.572657
Marmato;Caldas;160.8340845;160.2888415;153.0680582;162.9544468;172.909057;190.1565289;254.0435115;256.7638387;257.2612621;285.2720355;383.1381101;497.4102401
Marquetalia;Caldas;95.96740084;98.19882408;105.5622065;105.4259451;131.0582048;116.9721701;116.7712997;128.1201116;145.7259874;159.9652293;166.500568;203.9207192
Marulanda;Caldas;22.22958014;24.36218052;26.7597575;29.67023855;29.47196823;39.5519287;34.41016274;31.10046463;35.21297228;36.32235641;41.63844456;51.65947603
Neira;Caldas;172.135032;164.1266887;179.4839191;181.5169754;186.0814354;244.5074632;244.713092;245.1043953;307.6414219;322.4297289;308.2628903;542.8136889
Norcasia;Caldas;39.84135162;42.41465935;46.2875179;46.46038854;53.10497321;68.10081638;65.94315304;79.72325224;95.78159923;80.82659893;67.43672417;87.99855218
Pacora;Caldas;111.3053811;108.5181101;130.4372521;131.8092393;139.4135135;153.6609798;215.2838949;255.6582824;291.7051771;259.2290177;357.3609425;530.7226223
Palestina;Caldas;191.9727532;170.6313221;192.9442614;200.0924181;223.553527;253.0426662;252.0967727;259.7226612;300.6760581;309.4233562;353.1824189;468.1648258
Pensilvania;Caldas;140.6337844;140.0600499;159.4584269;163.5336751;163.7517122;175.6455088;185.5976732;178.9564633;204.978785;199.4819883;232.6134646;288.3106529
Riosucio;Caldas;253.9981766;277.7482495;304.2903498;327.8863041;351.2193339;373.9865608;394.717774;416.436298;461.7752916;440.97984;501.201942;626.5000444
Risaralda;Caldas;149.5408471;130.4886636;160.8685524;169.7166375;171.2527216;198.4731036;202.1327199;211.6792141;243.5516835;237.1773144;252.0646417;360.5790704
Salamina;Caldas;133.4384898;144.4638527;151.6802464;161.6227195;177.2821794;191.8767872;209.8679981;216.569378;221.2609903;217.5937139;297.6699914;346.0346944
Samana;Caldas;138.8347504;155.7657304;166.9927118;169.4758231;167.9165507;185.8271805;199.6507095;199.796371;209.0128057;208.4615772;238.1554401;289.8209247
San Jose;Caldas;47.77064365;47.35664712;50.09963496;54.87526102;61.42299805;76.59770036;85.3731945;93.48233389;106.6209545;112.6880433;111.5871519;149.1990663
Supia;Caldas;204.7422814;215.5007655;243.0039017;254.2395601;233.1300593;270.9002113;260.3882836;285.1549725;317.2002478;301.0650403;347.0618745;441.1144007
Victoria;Caldas;68.30994894;85.76618018;88.79863036;81.47272328;93.4414409;92.13484544;92.88416231;102.8751025;110.0040436;114.3962403;141.8743441;171.114288
Villamaria;Caldas;299.8760756;319.2384098;340.579181;389.4948565;397.784287;453.8717737;497.1843787;554.106607;569.8400473;568.4261644;643.8951133;819.000271
Viterbo;Caldas;108.3184133;117.6849876;129.8115966;132.5620594;139.8611379;147.8654123;153.9766332;151.7334025;170.263426;163.1830144;193.2581813;236.9090678
Florencia;Caqueta;963.1872559;1159.298331;1313.861159;1511.831535;1558.111745;1682.80468;1804.122437;1935.533514;2042.142408;1956.888445;2190.64637;2419.113402
Albania;Caqueta;39.77646997;43.72768683;45.34668181;41.74228681;42.87254837;42.83010395;49.83081643;50.98022594;77.41958984;73.33044357;74.81455268;72.243275
Belen De Los Andaquies;Caqueta;46.42947028;53.45043522;60.82741029;65.01943657;66.21771178;79.43114428;79.19775637;70.15432909;68.44171089;68.3667774;78.15286214;96.82068156
Cartagena Del Chaira;Caqueta;85.20910518;107.9735398;123.1364309;143.2385032;159.246235;201.9055922;208.9856922;240.9923747;250.6075972;252.8325771;329.7865926;356.7746305
Curillo;Caqueta;43.67271346;48.36424836;51.66585574;52.52221844;57.80375342;65.32249823;62.00354953;63.0938576;64.11250439;65.31631878;77.73163684;89.27098058
El Doncello;Caqueta;88.77804122;95.8253795;108.3738259;126.7077451;137.2436739;128.8139706;134.2634047;141.2882382;147.3519376;137.3125108;156.1288915;186.0212616
El Paujil;Caqueta;55.7102807;67.09730963;75.75390994;82.12471473;86.3827993;92.51023069;100.4909814;97.86803886;102.6443826;97.7462109;118.1145969;147.2264804
La Montanita;Caqueta;54.88468422;65.82813748;69.938345;76.27320451;79.5778904;83.30660739;77.82883838;79.36328339;84.68147001;87.16183159;100.7351508;120.0770571
Milan;Caqueta;35.98349926;41.0247622;48.50768493;51.64609785;60.23801051;67.53901152;69.93441749;70.69066729;73.05519876;78.26400192;86.01019227;112.490754
Morelia;Caqueta;20.43005752;28.66117759;24.13739354;33.16313203;31.39747325;30.31967311;30.15560476;28.78937659;32.49921641;39.97082501;41.23135479;44.42063007
Puerto Rico;Caqueta;132.8863709;153.0875039;166.2205074;188.9939991;210.5991944;264.5305954;256.447736;261.0136382;272.5587412;259.2491713;303.0507532;360.5102473
San Jose Del Fragua;Caqueta;38.6802746;49.30594333;72.69070457;60.53830625;66.03176871;90.02773167;69.70853052;92.04440224;101.6090986;103.115324;100.8712708;143.2491804
San Vicente Del Caguan;Caqueta;300.3805768;349.0405385;364.5857873;412.8182483;439.3480167;492.780123;558.146337;555.9914613;584.0645631;543.3588131;642.0793095;775.5193924
Solano;Caqueta;56.89844309;52.03233535;47.45251928;50.09639834;72.36146993;73.11608922;61.91281134;66.94469513;68.22847088;67.04888785;75.60798614;112.0100186
Solita;Caqueta;28.46910986;29.53129608;34.87423643;40.93355263;43.24868908;40.07371861;44.02277788;45.86042205;48.35364421;59.47870907;60.26393712;80.0030061
Valparaiso;Caqueta;57.43005801;82.04262071;88.27612052;81.69851631;74.7580463;61.61741028;66.17780521;63.44828346;67.29699812;62.76163247;78.37439085;97.11044559
Popayan;Cauca;2189.97711;2472.895697;2930.211123;3167.050552;3407.340783;3856.942266;4181.651471;4440.034936;4865.323156;4777.397782;5443.056572;6145.304994
Almaguer;Cauca;52.66098295;63.14343361;72.07049928;78.41667041;83.59213532;103.9430518;102.1443987;94.72119238;99.33974867;112.7174872;123.0587878;172.7570846
Argelia;Cauca;66.9706484;80.86632895;91.49759671;99.0727902;106.6695438;114.7685356;108.5094122;118.4647839;130.1541729;122.839993;141.6604115;178.8215567
Balboa;Cauca;101.2122868;118.9403834;130.974405;136.9281172;153.0027156;166.7209484;173.6190784;190.0836723;205.7883976;193.2290432;239.7745739;309.9653463
Bolivar;Cauca;137.8858747;166.8205429;183.4717065;192.6325683;198.7166179;214.7530006;299.5318154;220.8486337;223.0047729;232.55712;262.3905283;342.9407979
Buenos Aires;Cauca;134.1760506;175.6646719;184.3625958;212.7719773;330.0540553;275.7457006;295.4527405;300.2981477;302.3845698;253.7031543;313.2866757;437.4975815
Cajibio;Cauca;168.0672834;190.6063173;190.2840565;217.9252062;221.5773581;254.9168151;271.9083863;254.5429599;283.7757583;263.4320283;343.6728356;456.7776375
Caldono;Cauca;108.4174902;115.1072646;136.6889332;148.5221069;174.6546437;198.7224405;211.4728711;232.8151203;217.8672941;207.475431;312.449866;397.6531653
Caloto;Cauca;902.2716819;950.6574788;1123.698792;1383.313387;1628.495785;1732.795882;1727.215004;1858.826851;1887.4126;1832.51774;1952.101681;2365.219031
Corinto;Cauca;138.6389113;144.2258654;169.5024487;170.8406654;208.4618484;223.4652639;221.9078213;221.1708445;221.5865536;223.6038813;245.1159565;321.7992186
El Tambo;Cauca;210.117297;221.9235946;277.8732855;299.5494849;383.0181334;437.1126387;443.8370032;511.4462104;538.2351348;485.3320134;613.7369917;719.3173327
Florencia;Cauca;22.69437735;31.41150393;24.8276887;24.25164503;23.1790316;25.42245119;42.41965236;36.42210623;44.85789391;45.38431657;54.72874364;73.55545137
Guachene;Cauca;84.21590325;80.76733607;93.18612786;96.68259938;104.9018309;131.4363568;136.9112004;177.7176837;189.6207421;212.4225593;384.7468494;498.6842635
Guapi;Cauca;106.8743184;139.4428313;128.84396;135.9919503;180.3997822;304.3787468;233.5478217;158.1532842;168.0597001;156.2212325;197.2880963;262.9342979
inza;Cauca;127.7848724;109.7629294;120.2426763;141.5062286;138.9655394;154.6920978;155.8446944;162.069066;184.4129967;193.4534653;206.2877996;269.2279732
Jambalo;Cauca;49.81341604;55.5128984;60.53473474;63.0980804;70.97677992;81.40845296;80.52742317;89.93401342;99.47587278;99.30127869;107.4070113;131.9937051
La Sierra;Cauca;41.14873215;43.4546727;52.98258323;60.0552848;63.46738229;69.93035884;87.88495928;71.09669282;85.00757717;94.78375822;140.0158969;191.8423325
La Vega;Cauca;96.32486778;115.9079619;117.8115648;123.8798311;140.2513542;152.5571379;142.08923;145.4590237;133.5201825;130.683404;135.1218896;165.8254396
Lopez De Micay;Cauca;51.24063263;74.84678079;67.29499068;64.18794867;60.87906419;67.64408996;67.99297073;107.6389537;95.97066262;100.7473243;91.11501142;110.1607134
Mercaderes;Cauca;75.9422757;95.20020291;106.3110936;121.8437589;124.6074065;142.2785189;138.9559772;139.4118041;157.0527431;144.6945715;204.4561862;279.3899466
Miranda;Cauca;437.0387338;491.1936842;521.0228447;582.4620016;712.8181988;806.5495593;771.4341889;708.2646558;754.127899;756.8500871;823.2555629;1022.179654
Morales;Cauca;124.3343736;135.522618;151.1464376;167.3847928;185.366362;219.9722031;233.5479915;240.8467417;278.7676615;259.2170928;348.4340034;389.955355
Padilla;Cauca;83.37361469;80.66064341;89.70085432;94.50703002;104.5943372;127.6712369;121.1197551;126.2227155;120.587248;124.2794364;127.3123409;173.8780466
Paez;Cauca;112.2642736;136.8046868;153.4609716;170.194875;189.3347605;218.6323525;252.9882656;252.0081557;318.572602;272.0486279;365.2313156;469.605173
Patia;Cauca;120.1667165;192.009567;179.3922237;207.8944089;213.0372308;246.0211295;260.5070543;273.218195;292.3155326;265.1130006;318.3852961;406.5846469
Piamonte;Cauca;32.56298569;49.15624333;58.05099261;93.19754573;70.91477578;63.77302341;73.14252336;89.7238544;99.59139614;65.62204835;102.86247;140.2261579
Piendamo - Tunia;Cauca;196.1417245;207.0761326;231.4895167;247.8025909;329.501532;321.0466042;338.704359;339.3017254;363.6826685;386.7629723;413.774181;549.2700486
Puerto Tejada;Cauca;447.6444552;426.946702;481.5494903;537.4614498;549.5138507;647.338109;615.9680149;657.7278979;694.5640403;649.8242828;753.7354651;941.4985834
Purace;Cauca;53.79876983;60.08641063;66.48940243;70.61749071;76.83325683;88.09436041;99.21551091;110.4701215;116.5778403;103.792779;130.1836111;151.4897399
Rosas;Cauca;46.45395904;59.0521912;61.62253323;64.22693441;75.18969551;75.32824102;70.60825508;78.3075835;88.57027412;87.20231513;111.8162784;141.7793166
San Sebastian;Cauca;41.80463994;43.71394196;45.74002761;47.42813888;49.10963552;52.3787277;51.64722438;61.59786579;61.99728273;61.03455983;75.35597934;112.0014854
SantanDer De Quilichao;Cauca;912.4395215;1033.540537;1170.944227;1320.836103;1459.884554;1522.099286;1574.056312;1665.265692;1702.968528;1727.362317;1959.465975;2365.455547
Santa Rosa;Cauca;17.90152107;19.41820338;24.05230898;22.64490561;24.41463051;26.35696392;28.17633877;30.7444432;38.02938755;38.6079686;37.34537005;47.8526114
Silvia;Cauca;119.6411256;136.9763722;156.2799411;161.6745556;160.5965928;180.8885002;183.6160503;196.5899817;213.4933563;198.550021;230.8599935;285.5852148
Sotara;Cauca;89.92005891;83.39644385;60.83744382;62.94679636;68.74147;70.75602281;82.17478373;75.47593092;88.4118237;82.31873987;104.7804127;136.8382467
Suarez;Cauca;104.0390464;139.4261709;194.5864009;158.2198325;185.6527583;200.559962;231.3334284;236.9349612;309.8030691;343.7706264;385.2603699;397.2225669
Sucre;Cauca;25.78128016;30.05514611;42.76047019;39.13358295;47.37342257;50.86653353;57.60140255;54.63891203;61.74643649;64.15228558;73.76202168;95.42106779
Timbio;Cauca;152.7262893;145.8885108;187.1997975;198.5661039;213.0720144;252.2779449;243.6771477;265.8401017;317.6433247;289.0559417;378.5040196;523.6582536
Timbiqui;Cauca;119.9821374;158.736159;203.6466587;245.1299228;198.9173968;196.5405006;128.8252727;116.7606303;157.8663906;158.623117;171.2792035;138.7497338
Toribio;Cauca;106.2373607;112.9365527;148.3896617;154.708252;184.4544989;174.4924031;170.0529278;178.7866196;194.2703929;207.1503369;243.839031;283.0840129
Totoro;Cauca;61.21931639;94.42540305;101.3619062;106.681237;117.699208;130.8657434;130.9014229;137.7334656;148.6775845;133.5260708;172.5149418;200.89692
Villa Rica;Cauca;209.5470454;219.995853;247.3105943;284.1903963;319.3127935;369.0509782;386.0265771;413.8192709;403.3095116;416.2808721;500.7970863;617.176105
Valledupar;Cesar;2923.615747;3313.483574;3581.520493;3904.987277;4236.217798;4488.286083;4764.241656;5163.865619;5501.300888;5497.316553;6203.684939;7049.083247
Aguachica;Cesar;478.3295974;493.4964126;543.2930474;598.1764763;645.738028;669.2619637;735.9232758;839.7034125;887.806773;852.7847306;1068.970467;1294.971852
Agustin Codazzi;Cesar;468.4395197;1491.738724;1270.765082;1166.991029;1278.450944;1956.440703;2297.451643;1959.2533;1997.415108;1413.802678;745.8134573;825.0933733
Astrea;Cesar;76.82986304;85.98503418;90.61901208;97.97914527;104.7389342;109.1844581;152.3978707;147.1163773;134.5838864;139.9333153;169.0001748;210.9142345
Becerril;Cesar;684.2412426;1103.304288;1321.302084;1296.741178;1249.054579;1328.880616;1986.629794;2994.056752;2337.548236;2473.393102;5490.605227;13214.03582
Bosconia;Cesar;166.3655943;176.5493351;193.8243646;212.6989228;236.5186127;248.2058607;257.3492458;267.2675241;277.5649568;262.6643241;324.8900259;388.1988225
Chimichagua;Cesar;137.836564;149.9722401;152.3280808;166.9521406;165.9980304;181.8792598;202.2947397;220.0861947;247.4995076;223.617451;263.6196696;565.8328018
Chiriguana;Cesar;1807.811362;1313.559307;930.7854165;805.0615283;465.9970389;699.7841999;239.3792215;213.0934799;206.1912726;214.642922;265.3683231;325.7090796
Curumani;Cesar;147.656053;159.6768155;179.045714;180.5758965;215.9705817;208.1147247;226.9075009;246.3705723;266.897449;252.4695315;312.0137255;379.0175928
El Copey;Cesar;221.3355403;241.1150841;244.7672657;274.4498194;307.6143937;299.8138322;328.4611043;353.6248184;384.831659;358.7240862;452.5734189;600.0817621
El Paso;Cesar;932.4772934;878.3894917;539.8115651;261.5012951;381.0978153;620.4613046;827.9467044;1046.887749;856.3826514;474.7271686;637.877558;2025.400232
Gamarra;Cesar;65.08726325;72.12984885;77.44534238;85.27012084;89.45010237;103.8002488;106.8349163;106.9571818;113.8390733;121.128318;144.8410216;180.7116572
Gonzalez;Cesar;44.23587531;47.08198344;36.54767174;34.53625647;31.28560198;30.0803341;34.07979129;29.18122741;28.45176048;41.43872259;40.03650808;64.35189706
La Gloria;Cesar;98.56870837;113.0391433;107.8041495;132.1718661;172.6219588;197.0437413;226.7643839;247.1116809;276.726388;268.5517308;331.5893162;439.2736622
La Jagua De ibirico;Cesar;3009.798328;2292.417458;2135.300601;2262.072356;2674.198583;3420.108989;4264.978605;4050.602037;3554.113209;1989.138985;2645.567164;4929.579215
Manaure Balcon Del Cesar;Cesar;42.08745541;41.93281644;43.4747937;49.93871785;57.41465513;58.60137009;64.75035582;70.66531026;69.1323811;64.26474481;79.97101601;95.35069126
Pailitas;Cesar;102.5904339;102.6355922;106.8958017;118.1006319;123.0496571;125.7834613;137.5767342;148.9103781;154.4350135;149.3030852;184.0545168;224.0939294
Pelaya;Cesar;85.11628626;98.52219815;108.8673846;117.1528647;120.8399546;130.2318187;151.6028794;156.7480176;185.1276023;194.4871819;232.1527147;328.1546008
Pueblo Bello;Cesar;109.0125647;130.7607306;132.296252;145.4116553;162.5651215;180.6783116;180.6774956;185.5841509;215.0271985;220.8499241;241.1815947;296.1352934
Rio De Oro;Cesar;213.8446182;218.3349209;208.9610286;162.9897575;138.8539903;146.2472392;164.3986655;185.2426244;195.1750813;176.0751134;237.8202081;319.4945507
La Paz;Cesar;186.9444035;166.538183;164.1873799;190.0372663;232.1098672;237.3725055;255.6662211;250.2393108;297.8173049;309.3407167;398.837649;533.3592721
San Alberto;Cesar;310.7488788;303.1226519;294.9339798;311.2903542;341.8294462;380.2005832;439.5453444;409.9980238;439.0315349;425.2642998;555.2264648;712.0579414
San Diego;Cesar;73.8988367;86.01610456;85.3729935;90.44066679;99.36563564;104.8362114;143.3942285;148.9622958;153.8607221;145.1619285;186.1814751;230.0890625
San Martin;Cesar;388.2392145;411.5144083;360.9481577;418.84792;439.0440601;440.9894608;629.2252907;1048.759505;1119.882195;715.5958508;1183.852302;1828.091588
Tamalameque;Cesar;77.3858315;78.96054998;83.66267294;89.79556605;86.84911219;99.84487939;135.7776938;118.8380125;116.574389;124.8691794;133.8782648;168.7253999
Monteria;Cordoba;2580.931657;2993.714106;3394.738434;3684.29576;4015.527814;4317.589905;4625.477167;4909.503164;5293.532952;5090.226777;5841.776617;6704.2657
Ayapel;Cordoba;195.7167178;213.7823244;231.0778861;259.0145028;249.3350182;289.5378575;329.6931544;431.8111693;557.9534545;769.0339178;590.3223553;659.6777902
Buenavista;Cordoba;92.30289264;102.5793994;105.6614367;145.1164522;129.6883443;122.8093568;146.4007377;185.0813077;195.7061272;220.8613309;271.7573749;335.2246447
Canalete;Cordoba;79.59007382;85.36770765;92.10782094;101.0935838;105.9135572;115.6176168;117.6595692;134.0322317;160.5330426;160.2027058;187.6779829;253.6919872
Cerete;Cordoba;357.4663924;405.1727416;454.8544642;522.993694;520.4130449;753.9951552;802.1770417;828.6564611;931.6068927;831.2344804;944.7148769;1114.937324
Chima;Cordoba;62.82490182;69.58484881;67.83327881;87.3370964;67.37988055;72.01522255;87.99178757;80.54534281;94.79318677;102.227235;122.3331856;134.0541707
Chinu;Cordoba;192.7558697;204.8613279;246.4734325;266.1913312;296.2725434;228.0357169;243.3911914;272.3384546;288.585076;278.4483889;335.2319251;430.7293879
Cienaga De Oro;Cordoba;347.7437225;338.7105172;335.7220001;370.073809;464.3184194;556.7490584;671.2767859;732.5815254;814.6679072;863.7171741;1234.698228;1590.172725
Cotorra;Cordoba;56.46627866;63.79976103;66.24875338;79.28879897;91.00096593;75.47267401;96.73129022;97.17131783;104.8378255;108.469319;130.2339764;146.0841526
La Apartada;Cordoba;48.28025242;60.29344099;63.58548004;73.98180723;75.45167521;80.51760226;92.02880035;87.76566374;98.35753706;93.78018355;104.4861718;124.9225919
Lorica;Cordoba;656.688567;709.1940437;763.9157514;826.5282315;861.6858824;907.091042;961.9915402;1063.494595;1125.588803;1112.574009;1280.738114;1511.303536
Los Cordobas;Cordoba;76.93648905;86.65137128;88.31520171;99.79564612;102.1152566;110.54931;117.4278691;125.2052087;120.3924477;124.152625;150.3065312;193.9963362
Momil;Cordoba;48.13815594;53.19640018;61.78663196;72.85422263;72.89704427;74.07781053;76.12780599;84.0653564;99.2839253;97.3460525;113.3458404;144.8544205
Montelibano;Cordoba;1434.057965;1507.665994;1509.901948;1575.720574;1508.969088;1605.615879;1682.502652;1816.494948;1947.96162;1871.390983;2361.82114;2854.469442
Monitos;Cordoba;122.8232128;129.5366003;140.6192589;153.4261937;140.7501424;153.8550724;151.6482053;171.4452468;196.4971158;187.2132663;220.6684695;297.5954587
Planeta Rica;Cordoba;319.786922;331.9828834;370.9467303;452.1415836;545.8434386;467.8591487;481.4731897;503.2750946;510.776166;502.387221;607.5641543;754.6218831
Pueblo Nuevo;Cordoba;138.0178311;166.2882853;177.3018156;201.5393719;198.9944348;196.0122257;211.0177101;217.7935744;239.2261065;224.470269;279.4815791;333.3272156
Puerto Escondido;Cordoba;89.83661475;100.5810336;121.5497431;122.9030041;114.3894595;146.2268239;150.0660928;161.7825174;167.1220907;157.1626367;180.6268613;225.1785793
