Municipio ;Departamento;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Villa De San Diego De Ubate;Cundinamarca;282.8662314;316.1200976;334.6940451;344.8591702;321.6583938;366.4129436;414.1515249;487.7062383;493.386746;463.9665128;601.0580492;732.9611528
Une;Cundinamarca;110.0892139;115.6898785;184.2584588;208.0758804;211.8204816;267.3978769;224.2738114;240.1351818;195.8197954;173.0651855;190.6387976;265.2124511
utica;Cundinamarca;52.86177219;55.61315462;58.56500995;49.24465539;34.88635902;41.81716838;42.47950071;45.77768729;46.78627485;44.50606972;72.50706122;88.45929072
Vergara;Cundinamarca;137.2906487;131.3765757;141.5906818;112.9029779;80.5152592;99.74848868;101.8881613;107.0059068;119.0331751;118.1052297;141.0627937;185.6260512
Viani;Cundinamarca;23.93570687;24.70785709;44.17686072;51.07715088;61.86289691;74.88204444;64.15155526;64.84514961;79.71246964;84.87396995;103.3334958;120.5286367
Villagomez;Cundinamarca;10.43749103;13.69959902;15.60993951;17.07020132;19.83963128;20.60543058;20.59386622;17.68157714;21.1443105;19.66136582;29.3164027;33.24538399
Villapinzon;Cundinamarca;302.0958713;279.29173;269.9673818;505.6528095;311.4403079;572.0864071;668.7777087;496.9580831;469.1138759;439.4671548;532.7811469;779.75987
Villeta;Cundinamarca;306.0824421;326.3757267;331.78271;337.6644531;276.9451888;314.4203301;322.2583199;347.6337511;373.921565;358.1175748;449.9273459;557.8054902
Viota;Cundinamarca;193.6300565;174.3914257;165.8463424;160.166631;199.7044193;217.3243869;242.1773416;197.1715888;286.0868876;292.6459267;350.1983419;471.606738
Yacopi;Cundinamarca;96.17612477;110.0586918;105.2940944;106.8644363;115.1800796;188.1081914;163.274627;201.2552262;182.9873226;182.3830257;264.8990009;354.0022158
Zipacon;Cundinamarca;36.84608905;39.55658882;47.00325801;49.20912674;50.85264563;65.37886887;81.4923549;85.25466809;88.14356656;76.93197696;92.30026196;105.2827479
Zipaquira;Cundinamarca;904.4329773;1039.383893;1106.514763;1192.467888;1221.825159;1341.023422;1419.717973;1510.284731;1554.705793;1495.381111;1739.468524;2003.477511
Quibdo;Choco;700.0290628;878.2267621;1036.869408;1077.3498;1163.970387;1287.629932;1330.096381;1390.244428;1545.174279;1474.22165;1636.037925;1892.015864
Acandi;Choco;33.65480124;37.12564349;47.42854761;57.10440461;109.6169768;192.8771381;72.09329504;53.34039538;63.25780259;69.1496861;75.85542286;90.53815625
Alto Baudo;Choco;274.9070265;85.30845077;84.8954048;89.63143977;91.96344556;92.97908786;98.18181989;83.5966097;74.37672035;75.79481129;98.16852033;111.7208582
Atrato;Choco;15.67760042;14.21437847;53.59450604;83.07555823;54.04395575;57.59340719;43.2334821;50.40305605;48.95122321;51.57751385;74.83887984;77.2451896
Bagado;Choco;27.49943453;36.29018402;34.77292538;32.79229849;24.31069426;49.89119793;142.4956467;56.25312114;91.88159676;105.4952408;59.01519045;47.90864569
Bahia Solano (ciudad Muti;Choco;19.06965123;20.48707836;21.71581213;23.41634235;24.22330266;26.7734123;32.47733122;32.29512851;31.26624841;31.26457813;37.25244319;43.80306319
Bajo Baudo (pizarro);Choco;39.85008156;45.73216039;41.24123302;56.66321367;53.07369227;51.34099974;60.3057905;62.12534976;75.08913412;71.56499243;76.06580801;84.52099592
Bojaya (bella Vista);Choco;36.55205585;33.42208581;33.8041084;38.58765177;42.98312092;43.64789073;61.91554461;50.47404792;52.9811792;51.44408666;56.20401783;79.95504709
Canton Del San Pablo;Choco;268.9660915;118.9834728;65.49341507;60.41197814;62.8703429;52.6600531;24.76755378;37.05270052;91.32794451;163.9217274;294.5331183;463.3230162
Carmen Del Darien;Choco;110.2975563;64.86565296;45.32760018;56.74226621;103.6391928;167.1422729;184.4582624;186.2604141;128.3037122;190.6861916;245.3005117;267.4374336
Certegui;Choco;158.6630198;36.56791059;27.06638375;19.6723753;33.12890081;50.53692017;27.49174816;22.35001337;22.77387222;32.54876261;56.16399634;68.19180952
Condoto;Choco;224.0109978;114.8976913;111.2108135;126.4837372;63.47481452;129.9313444;153.3672327;102.1549475;125.2320529;130.2913142;85.58027803;98.09093238
El Carmen De Atrato;Choco;33.99339747;28.45443029;29.26835087;61.86653959;48.73013483;92.08296822;75.51910871;81.95205759;77.3560195;94.04663403;111.8482191;137.7811087
El Litoral Del San Juan;Choco;18.60276819;22.57275047;26.15117046;26.1141744;31.08947269;35.54668437;34.40462683;37.07140056;48.20180823;47.71272524;56.93525387;68.06454848
Istmina;Choco;159.8003225;288.9541261;322.182438;300.9894814;399.2724194;425.7480101;459.5057833;339.0527355;293.7312054;312.2176991;440.8137662;438.006028
Jurado;Choco;7.599346661;11.94148477;9.857750936;13.17967444;11.76405998;15.30015781;16.00895419;23.45530973;29.00593563;27.02292586;34.35045167;58.1262843
Lloro;Choco;34.04468668;33.43133681;35.73831767;68.69174045;89.66412739;101.2170614;48.8786286;55.5318516;61.55779604;68.30038384;126.7521678;109.8666228
Medio Atrato;Choco;51.21147212;76.59778974;56.38553705;58.55655579;73.41357169;86.8702698;63.52958708;68.81154049;43.7904926;64.03552987;63.35271618;63.55845087
Medio Baudo;Choco;142.9645302;106.5123132;61.43617723;52.49870892;61.60450113;54.28675885;56.35947279;63.60559347;73.63724201;54.45764455;65.80171448;92.78290886
Medio San Juan;Choco;28.00031983;51.21714126;32.98183296;35.05992768;39.54230496;43.48685108;42.46714877;45.4708321;42.83464254;41.95705169;47.3906295;56.70228313
Novita;Choco;451.3284474;458.9172489;181.3563794;63.04286188;69.78534958;70.76909468;52.37860482;39.40093365;49.41941398;50.21612386;92.42383222;149.6567728
Nuqui;Choco;15.51656655;14.37887103;16.09446654;20.43371338;27.08173004;34.0803872;35.26316338;36.1973539;44.26124248;42.60292129;50.17313198;67.27616522
Rio iro;Choco;50.14490601;35.24892233;17.14636848;16.93666789;21.22921313;23.70424711;23.19778622;27.43748523;26.31099499;25.27094098;41.90736343;36.02166282
Rio Quito;Choco;19.3839672;28.8534419;46.12355276;45.16396685;84.57584961;138.5299455;41.75116727;41.97838074;41.25351068;53.21263987;41.4537302;34.4245559
Riosucio;Choco;81.11423024;159.893104;217.4293556;230.2240163;260.8516696;282.6289912;288.6405296;332.7055863;392.7067872;462.9851401;518.5852751;563.4605773
San Jose Del Palmar;Choco;13.28791938;17.94898574;17.82759254;16.70530003;22.62319866;19.64210348;29.0015358;28.07337541;36.74037367;33.18057262;44.35019764;45.49469669
Sipi;Choco;344.4384973;110.8470168;49.03920093;41.09703383;35.37313645;33.365688;14.94562484;13.5872827;20.276368;12.92696848;24.52654404;54.65159167
Tado;Choco;102.9604068;230.6973118;144.0112551;126.4760749;170.8356936;218.2941519;201.6254394;144.7593875;153.6970132;159.3622494;184.9290731;214.0333517
Unguia;Choco;66.44920175;84.77058679;88.27102793;121.6431677;128.8885891;118.3516396;92.46256694;103.6941138;119.7740515;107.8722392;103.7951509;144.7647899
Union Panamericana;Choco;61.59190586;240.3351907;47.78304808;34.85419142;68.76966996;117.9258343;30.09302593;43.30049914;124.8828589;243.4805253;183.4535213;207.7765709
Neiva;Huila;3795.803696;4192.761196;4766.681966;4709.559448;5016.375944;5231.18546;5452.401601;5846.027324;6238.799615;5896.476274;6929.556307;7987.472445
Acevedo;Huila;196.232959;201.7974033;239.993257;261.6133958;279.5835201;318.9764835;317.7204807;295.7860076;320.2100896;356.6394624;418.9876867;579.9527421
Agrado;Huila;66.8556854;69.34306905;75.83608037;86.53803625;85.97705368;91.85342281;91.46744259;87.8760906;93.24310662;101.3040387;114.5772352;145.0940865
Aipe;Huila;974.626645;895.9343482;710.2031558;718.7258392;470.7245867;379.4343507;408.3450008;495.1860088;527.0912086;422.3477977;557.7214624;699.2091928
Algeciras;Huila;162.0584162;159.9782617;182.319452;203.2677083;220.6917424;243.6084138;250.0198287;258.833133;282.2299185;258.6931006;306.0612208;394.626969
Altamira;Huila;33.461721;37.34326237;40.93904143;45.07113043;45.46340045;57.86584091;52.7069479;59.57789808;66.32352844;62.60876829;74.56596583;93.85511847
Baraya;Huila;65.33577031;69.95745976;82.73086046;81.81323817;85.42540622;96.34831099;86.96002272;96.82889076;102.2596591;100.4522196;125.3963154;165.9110283
Campo Alegre;Huila;275.3823734;304.4839717;316.6643709;325.0132301;387.9604175;425.039595;424.012113;409.9020666;445.25075;440.1728813;477.3129662;617.0324225
Colombia;Huila;66.41926704;67.69120418;70.85796375;80.0311032;86.14470671;91.05864041;91.45218202;95.77424888;100.9222475;121.816553;146.7233735;190.7751016
Elias;Huila;23.91493314;24.69119678;29.08155814;32.3177966;34.78812883;43.1380262;41.98331335;42.36240191;54.12587293;51.76910816;60.78042843;82.5743887
Garzon;Huila;469.9292941;476.1305098;527.9930246;577.7971852;562.8008713;608.13705;614.6139378;603.764468;676.3778101;696.4804179;848.5265171;1078.667891
Gigante;Huila;276.7015136;277.7959707;296.6127903;331.9314214;349.3072841;392.5632118;394.684063;411.5577726;459.2167366;483.0395545;560.8483347;688.7128116
Guadalupe;Huila;108.106834;112.1599942;130.5593134;144.8399684;150.138808;171.5343047;172.5780242;174.300433;187.1450301;169.2220383;203.7985647;253.0452705
Hobo;Huila;51.31104196;55.19571805;60.53151667;66.48939766;68.83375897;70.4692055;68.81271118;73.2151169;81.07526313;83.36687647;101.4808626;129.2179887
Iquira;Huila;74.23139186;67.44254123;78.77369847;89.05622895;90.60838181;100.905381;104.760925;109.0802164;113.8107519;112.74877;135.4143693;179.2368297
Isnos;Huila;126.7113531;135.5254607;152.9328977;170.1121117;181.1152017;201.5837166;210.2038721;209.5912645;227.375509;228.2166819;317.3569705;382.1815116
La Argentina;Huila;86.23181577;79.12220831;89.95413338;105.7659223;104.9360499;109.3843445;110.2871161;112.4956859;119.5147653;101.7933937;139.2384422;176.1921119
La Plata;Huila;320.9206326;334.9609358;404.4334902;441.0975031;471.5596009;519.9482148;544.9365741;569.5643716;596.8653487;593.7877605;690.0296103;929.3852354
Nataga;Huila;35.23199932;38.08560104;44.62480411;49.7344038;53.21061231;61.38251175;61.92636208;63.09157591;68.50270577;67.99001232;87.60233133;115.8043957
Oporapa;Huila;63.20082601;63.41831606;75.79363027;84.34336995;88.61889123;97.27204146;101.2526472;100.1510096;107.9406858;97.45084966;121.5976577;161.3968942
Paicol;Huila;139.4003098;132.1749729;156.9311535;150.9474263;134.9259222;117.9238168;122.2574599;123.3736467;138.5881428;133.752813;179.0926055;209.474718
Palermo;Huila;570.7057239;518.4222806;357.3817606;493.7236242;462.8633034;462.2264647;503.4682349;547.6294327;581.5621504;547.70353;626.7333406;812.4581008
Palestina;Huila;80.34622762;78.10250312;91.11568653;102.1839222;105.3068259;146.8353059;133.2587123;130.0965737;116.0793266;115.5302247;140.7079891;187.534014
Pital;Huila;109.1364532;97.57388038;110.9423391;125.7277099;148.1952273;148.0678375;139.6066187;139.6968725;158.1802017;159.4141313;192.9016882;257.7997138
Pitalito;Huila;894.4887721;958.5557128;1100.551388;1287.063416;1388.207692;1519.681672;1534.351525;1642.047705;1746.233631;1803.405334;2041.701398;2556.792622
Rivera;Huila;174.7574906;157.98297;173.9990876;202.0738796;225.8935681;287.6919614;343.8018852;353.2722223;403.0392617;380.0188108;422.8844061;531.3985019
Saladoblanco;Huila;67.38451966;71.19478126;85.67474021;96.19928689;101.917007;116.0069825;116.6568207;109.4407287;121.7138004;117.5222434;140.6172991;187.98472
San Agustin;Huila;183.7073645;196.1401509;227.3017554;254.5683761;264.567709;288.2923344;283.903974;294.7465784;315.1905243;301.6887029;372.12507;498.0063143
Santa Maria;Huila;89.56306963;91.03021031;100.7942897;111.2444609;117.0571591;129.1370911;123.6282825;117.9674093;133.1533466;126.5326708;160.2001544;215.4428257
Suaza;Huila;113.322278;122.7242367;148.6985762;169.8820792;189.3562171;218.9570319;223.4270232;211.184927;239.3366428;269.7227707;287.7112573;382.5446003
Tarqui;Huila;98.26638083;101.4830835;115.3127021;130.8772159;139.5831972;154.4233246;162.2388208;148.1777698;161.8688803;174.0320018;203.9492895;261.9061337
Tesalia;Huila;168.8166326;165.2045818;168.1755179;157.2705872;134.0030515;127.4005853;133.8380957;145.0575453;155.7304194;147.1558203;188.08568;238.3591926
Tello;Huila;128.9737312;123.0245311;128.0167847;137.128016;147.452092;169.2826266;171.9644771;160.1495956;178.2977085;175.006311;206.5339456;269.6051089
Teruel;Huila;61.94154366;58.69734681;67.82564227;74.57001163;79.05496847;87.89198806;89.21943461;87.27553826;95.51431037;91.86208736;117.7975463;123.7317567
Timana;Huila;132.2540807;138.5605301;157.6921615;174.127786;182.890785;193.5069568;199.2964602;211.7858727;217.3533591;217.346415;252.9511139;333.0977271
Villavieja;Huila;89.94941064;98.41322948;90.25025775;98.44170436;108.4572277;104.4972309;94.8059778;100.0143963;104.4655014;106.5111054;107.840816;145.6958731
Yaguara;Huila;358.0399315;347.3837403;351.9015244;351.0160765;300.8461979;351.1452566;372.4980463;418.4034742;449.136905;442.9138333;533.3695574;646.3925503
Riohacha;Guajira;1160.143124;1297.658538;1448.998149;1490.607273;1567.934588;1830.47724;2009.714938;2132.723289;2265.628893;2269.94257;2632.923529;3102.896389
Albania;Guajira;2390.887155;2703.77176;2724.336257;2449.237168;2638.225427;2477.289267;2249.726139;2185.593487;1198.660805;420.9470699;694.1371346;1917.748343
Barrancas;Guajira;1795.91769;1499.172343;1128.848635;847.2841481;911.6742822;1360.877305;2144.930048;2976.745936;3164.995972;1661.342984;5860.595259;10595.78495
Dibulla;Guajira;110.0926936;144.2051305;162.3261702;177.731855;257.0958734;234.6393284;263.428001;282.7964056;292.9896015;266.3884408;314.7763365;403.1732486
Distraccion;Guajira;43.20041073;45.75560208;48.60701122;57.57763168;54.93322634;56.68215056;55.28887749;61.69096829;64.73571689;71.75813447;83.45725411;98.65755012
El Molino;Guajira;29.24342167;33.2172378;34.64554396;40.62110451;40.65072263;39.70757189;41.89629257;41.78567751;86.39300999;115.0269101;119.5446808;82.16166289
Fonseca;Guajira;120.2287406;141.2856358;152.5920905;177.1611893;183.2011826;182.111946;192.6127038;194.251834;215.6250492;200.320316;246.0451495;300.3317079
Hato Nuevo;Guajira;755.5838681;785.9262642;510.8668509;424.3640689;362.677404;520.5911439;765.082343;673.3148653;329.8238057;242.8745251;432.3710952;925.2902126
La Jagua Del Pilar;Guajira;14.66570166;18.45210107;22.85076409;22.64420856;26.81548355;25.44724109;23.78446893;22.47059281;32.95581512;43.48350106;43.68872252;55.59077019
Maicao;Guajira;585.8401332;669.7663549;728.7778118;870.0321142;1113.762023;1190.586991;1335.912244;1407.358776;1558.007605;1473.186655;1688.359185;1915.357951
Manaure;Guajira;304.0376797;309.5765545;305.5673645;546.2718949;319.6689894;229.7014029;285.5318547;331.0691001;332.0743525;290.061376;364.8886386;498.8639222
San Juan Del Cesar;Guajira;136.4440307;133.1247648;139.8952645;170.0809903;168.8196461;200.5863588;213.803087;269.8813041;264.584567;268.9038722;323.399511;335.6352483
Uribia;Guajira;292.4127552;324.8093554;384.8122533;608.6459503;534.3380657;596.0030356;663.3990675;731.3292729;791.8065798;814.4787996;958.8182189;1108.54587
Urumita;Guajira;43.09919531;55.73098113;55.40103115;65.16074599;64.30016802;67.84456648;60.28684706;61.51412928;68.24744047;80.0140827;91.13533959;113.6004713
Villanueva;Guajira;85.97624254;93.87380715;102.2936831;121.3427773;117.013716;116.976595;120.9106984;119.9507506;137.3475462;129.6048393;158.2019437;196.9464413
Santa Marta;Magdalena;3018.285223;3418.014134;3770.91786;3888.776603;4541.020129;4992.449017;5328.606515;5712.897675;6030.382324;5888.498894;6779.706505;7708.990309
Algarrobo;Magdalena;68.66616927;73.38684954;80.81477096;82.39588401;84.14581746;97.51331063;101.324314;111.8527513;104.170593;98.62628394;132.479891;156.9230113
Aracataca;Magdalena;194.673076;196.1314294;206.8324652;217.9564898;232.9223899;265.5684157;278.7991687;293.7597629;300.9984537;276.7528785;353.5452275;471.602331
Ariguani;Magdalena;207.0162564;226.2176676;250.114255;232.51651;238.6843391;224.8562707;241.428846;249.5337544;257.2667867;239.3041917;290.4358839;353.2156526
Cerro San Antonio;Magdalena;28.16134106;33.2004457;40.93245551;40.53980746;42.50097075;46.94414582;50.25587822;46.46184542;60.21944103;62.81541969;70.0912375;86.41845188
Chivolo;Magdalena;53.78748377;59.87118595;62.75851551;65.38481359;72.52593941;101.1666195;86.23477207;91.36915894;117.9303426;117.2596373;141.2671067;177.644259
Cienaga;Magdalena;741.4886352;756.9883156;810.4888587;854.5046755;920.4759228;1098.663245;1131.247591;1230.677232;1307.358584;1316.577983;1494.316706;1943.696439
Concordia;Magdalena;31.52066321;37.79582762;42.63056379;40.27906986;39.46784026;54.67232656;61.86991546;62.61985788;70.54196031;68.27883352;78.64218687;115.890287
El Banco;Magdalena;210.4520655;225.0203334;257.8256461;259.1700156;274.3725868;301.4132372;311.9098608;349.3876648;382.7290191;355.366454;411.4226496;506.9541726
El Pinon;Magdalena;75.68852409;84.78556711;92.82053103;92.64882283;98.43670981;100.6535517;115.8384974;119.7842575;145.6276513;129.0981203;158.6282602;192.8887521
El Reten;Magdalena;158.3327119;170.3341655;177.1759059;168.3028166;182.3599505;217.5062729;247.8000946;251.6395965;231.2556887;234.2913726;279.9700104;366.689599
Fundacion;Magdalena;299.0703487;305.0148909;325.4286568;337.0190614;367.456734;402.1625034;429.9971553;469.0397556;493.9677713;472.6906551;603.9328099;721.290792
Guamal;Magdalena;109.2697605;117.8305284;127.3011829;129.7469025;131.5739289;152.7275778;134.0475311;143.5634393;197.6805507;162.6708626;170.9405623;257.2515881
Nueva Granada;Magdalena;115.1238944;128.902629;142.9195177;134.8581756;143.8409603;123.8583028;123.8933997;145.2113509;180.6939041;172.0108494;266.6318423;368.8697182
Pedraza;Magdalena;200.2114325;219.3978809;245.7551707;259.2704525;274.3186349;309.5253222;337.5318269;340.960924;346.2978843;279.4422368;383.0562073;480.3775419
Pijino Del Carmen;Magdalena;72.7787292;83.22964513;93.48683326;88.22313336;78.81961144;77.70040328;84.08416116;91.09405863;90.70047073;93.38330159;118.6558406;163.4335545
Pivijay;Magdalena;195.0564348;213.852879;236.9258894;253.9168731;263.3548074;266.2359603;284.247985;267.1984016;291.986337;305.8917954;373.2392562;496.5829728
Plato;Magdalena;242.6176732;273.1679099;314.0596574;418.4754243;338.3270411;360.0281962;395.2169297;417.2034963;423.004521;414.7166736;538.0257124;693.3096831
Puebloviejo;Magdalena;96.0151687;109.4440323;118.5136524;118.7844727;122.3609986;135.7038495;119.0591202;126.2007536;152.9848055;144.8022338;182.6683328;225.5366628
Remolino;Magdalena;33.72485667;40.05097001;44.60249955;41.99920639;42.27016972;49.91739874;59.05674807;60.40209515;65.86722816;64.0038918;72.29354555;92.45643212
Sabanas De San angel;Magdalena;67.11055076;75.6962189;92.24507815;87.23745076;86.66984995;89.42564617;94.73960741;106.9242373;114.3743046;118.9094212;140.966329;188.6942823
Salamina;Magdalena;35.17228268;36.7185068;45.50796948;42.94593864;54.08964534;60.85923596;64.57339029;68.78155702;89.10321134;82.46926852;95.49939047;98.63979633
San Sebastian De Buenavista;Magdalena;72.48548373;80.5038681;90.97145172;86.76581008;96.31990485;111.4504262;118.1135628;122.2786685;125.6532951;122.6015944;148.8607162;220.9194404
San Zenon;Magdalena;34.3793899;37.59199621;45.39430632;47.04691313;50.70685967;68.53122925;58.63868147;59.54231454;184.611165;82.33336588;89.14502087;131.2681277
Santa Ana;Magdalena;106.1918145;117.040844;128.4242976;136.22315;142.0247854;153.6781235;152.9570144;156.9209018;183.4905539;169.6164074;192.6638971;245.6292911
Santa Barbara De Pinto;Magdalena;43.62237787;54.33133415;70.90789057;73.62824466;69.59409066;106.9274934;77.8143823;75.44451801;76.86884111;82.70532309;100.9887721;98.18795791
Sitionuevo;Magdalena;89.15675948;90.29877765;127.5767164;101.9328378;106.1891062;120.1253828;149.2025431;169.9129381;232.3780681;266.7037399;250.9520857;342.4719419
Tenerife;Magdalena;50.5381754;55.10376538;60.93138205;59.23773047;61.33624624;68.64617503;69.57792359;71.19282757;86.41048632;88.76510872;107.6087372;133.5606904
Zapayan;Magdalena;38.27404134;42.63775783;46.53627102;45.07937734;46.47287959;58.16691165;63.87400407;65.5892714;70.20526015;71.73674276;81.27959758;110.6989719
Zona Bananera;Magdalena;522.5259503;604.5088082;654.7381286;645.9443187;769.3821487;919.2700707;1006.404176;1052.666474;973.1073055;1188.524974;1394.225321;1722.647353
Villavicencio;Meta;5941.619361;6524.523394;7196.472016;7035.712619;6664.140253;7052.304211;7361.271551;7922.581067;8435.884424;7911.796698;9212.023051;10872.76376
Acacias;Meta;5223.163095;5772.095893;6123.979849;5337.094306;4523.213697;3405.20291;4192.845072;5180.474981;5984.039762;4127.599731;6224.164968;8636.189519
Barranca De Upia;Meta;201.6669078;215.6309955;224.7810301;136.0589976;198.0132389;139.6318872;164.2930505;199.8328573;201.7896656;209.2724846;253.3629977;342.5757258
Cabuyaro;Meta;1007.023871;1100.404869;1163.643164;603.6832433;721.03752;646.5081668;789.0676914;916.7325284;1225.653795;807.1818829;1334.979011;2396.323718
Castilla la Nueva;Meta;3609.68334;3979.299572;4212.117578;3204.078503;2628.393108;2227.361955;2544.702409;3256.831985;3169.962171;2424.737994;3263.977215;4916.121972
Cubarral;Meta;50.43382344;50.87172459;56.38067461;57.95835793;60.13935542;60.82916097;68.80243801;64.93771845;78.33113904;73.83152594;84.56622848;101.7612338
Cumaral;Meta;266.5857467;276.4492982;316.7860846;290.3350925;340.7693176;348.2495835;373.2617023;357.2261083;360.8730435;360.3886904;455.8378338;567.7753483
El Calvario;Meta;13.26684625;18.79963918;22.31102769;22.65553974;22.79327214;17.47359773;17.11241628;16.73551447;17.84768641;17.31556978;18.72055175;29.27358104
El Castillo;Meta;74.13906083;86.17928656;86.98222012;87.73192984;94.53729686;113.6438729;102.9498612;117.1581429;121.6535417;133.2582664;140.8128745;190.1179462
El Dorado;Meta;31.76688501;36.08887212;37.97249596;36.56311811;36.76452815;44.33728472;43.48268715;45.51586512;55.19795347;49.27601426;51.05552365;68.39725827
Fuentedeoro;Meta;246.152508;265.039339;292.3017988;270.381815;307.6148164;310.2210774;341.4881717;491.6819043;430.1212092;535.3825841;537.3038833;810.486205
Granada;Meta;499.2569236;568.9817126;624.9291919;634.4295114;672.9206614;712.5006096;727.0755126;880.9631258;948.4295146;965.2022541;1103.686813;1435.606994
Guamal;Meta;533.4448623;582.6895543;625.5052246;847.196444;784.4648883;634.0435026;804.6129285;1025.264174;1177.510101;755.7541782;1341.381169;1951.112375
Mapiripan;Meta;65.66563868;75.58643463;91.1357591;91.49855426;98.34158247;109.3505595;107.6016148;116.454094;109.9110817;119.2116521;159.3293922;268.1322075
Mesetas;Meta;90.36173245;116.6840247;114.6326379;121.0630101;130.6674722;134.4090409;160.18902;130.0476259;143.402849;132.2152954;140.592203;177.7390848
La Macarena;Meta;73.20614293;79.5260649;98.42063294;120.9306018;153.0958098;182.6799084;211.4451599;231.0716425;348.8548801;233.9806823;319.6188346;448.1829521
La Uribe;Meta;72.03120119;71.85309416;76.60111476;81.7341481;88.69849724;89.82748812;104.7862081;78.45520832;117.3285785;138.045435;146.070386;189.8117329
Lejanias;Meta;270.1258977;280.2451078;267.7496104;226.6199062;236.6525537;232.9626096;216.9471298;267.525447;316.0738041;327.9737861;320.5563776;428.1033428
Puerto Concordia;Meta;69.7228868;79.45181505;83.26655592;85.04056763;115.1372438;157.7966317;173.1943663;157.7450512;156.6069823;181.7067401;218.4002166;337.2897179
Puerto Gaitan;Meta;14526.51341;16134.79062;17092.44314;14436.32028;8996.442954;6101.624115;7563.624008;9563.027134;10180.55064;6319.662183;9109.502254;13798.37925
Puerto Lopez;Meta;524.899847;578.3844982;631.5621863;792.2643391;913.3372172;980.7293855;945.8708809;1013.028368;1032.866706;1139.163959;1332.525341;1763.025934
Puerto Lleras;Meta;132.8243107;178.0336299;188.93503;181.0428298;197.1834805;192.3864656;207.1855251;231.4785248;252.1897944;266.9638835;328.6818375;447.7795155
Puerto Rico;Meta;118.0591255;110.9579562;139.0790806;168.7163781;178.2399143;196.7508932;324.1521104;283.2965473;342.2043922;237.5352125;443.4479916;588.9957077
Restrepo;Meta;203.0795023;174.3588699;189.2154966;215.1999214;196.5642484;212.879284;205.6212916;227.0919805;235.3237915;204.9976681;242.5300904;311.2246477
San Carlos De Guaroa;Meta;396.8757287;409.1474027;411.2844417;340.0470243;447.5429257;381.603454;413.428515;415.1555035;441.9868381;466.781316;654.2772497;754.8486904
San Juan De Arama;Meta;96.84259029;122.5540904;128.4636734;118.0344021;128.0949546;129.2609994;182.1675706;172.1649715;235.4306635;216.5900886;251.7304373;302.7559403
San Juanito;Meta;15.0801532;17.8491389;15.77301925;16.84122064;18.10267785;15.37566407;15.96156421;14.19168356;16.3639783;14.90658257;20.29326983;26.46769937
San Martin;Meta;389.6727912;457.3479793;490.5068571;457.7545942;464.2262031;327.5346313;413.0927079;477.3229413;633.4453573;610.3232505;723.6924371;1028.134065
Vistahermosa;Meta;147.0073843;168.512178;202.5257475;229.0347855;248.667208;247.4689181;266.3075329;180.8176676;287.6969607;292.4264883;312.3372419;407.6032889
Pasto;Nariño;3093.371302;3406.060222;3762.492032;3979.907969;4438.919639;4979.784261;5214.580456;5588.045791;5991.856079;5876.93952;6729.809635;7591.238939
Alban;Nariño;76.47903878;60.21746774;78.8219584;93.9773307;122.5382197;108.4771108;128.6864234;149.4419254;133.3563556;144.5768166;157.1024753;271.3782831
Aldana;Nariño;31.93281037;34.24171095;35.80280452;39.17015391;40.19531504;46.92762171;47.22560818;45.32405229;44.02988823;42.7875313;48.33013114;59.09318058
Ancuya;Nariño;35.48711101;35.23212613;41.25784916;44.47738781;47.03771835;40.0022327;43.79301804;51.6312634;56.72349646;59.36420551;65.06000358;72.15477703
Arboleda;Nariño;26.12640913;24.29561759;35.23888052;39.15270997;46.41231827;53.13813226;58.91609197;74.16570868;69.85426374;89.5315741;94.72595541;99.02973594
Barbacoas;Nariño;157.8761551;162.6376557;130.2269733;244.695565;273.9537786;327.8055352;285.6723052;245.7295842;293.2756591;259.7343751;282.1691435;301.007482
Belen;Nariño;36.70317379;38.64812482;41.5834289;39.71033972;37.40896317;37.7184473;43.43365311;35.57146484;39.1444038;38.94715093;45.64380399;52.96270481
Buesaco;Nariño;97.73352426;109.6479499;117.9663238;129.6623124;129.6501066;145.2112825;173.5945231;185.2895772;206.063331;201.8239895;234.46427;234.6377691
Colon;Nariño;60.02953365;87.76036461;68.25141634;57.65136327;51.45556101;63.86592924;73.79976134;77.39076061;72.96863993;78.56150036;95.88938885;161.6872642
Consaca;Nariño;52.79444793;57.4354243;62.44541764;69.94368635;77.62778716;87.67348989;77.55875219;69.95911651;74.12089303;77.86402979;92.68894596;96.39389366
Contadero;Nariño;44.92441801;42.64024716;40.63982462;45.10496061;51.19964893;59.73046645;53.5964168;51.73573694;61.7357443;60.10749751;76.45111095;98.78205941
Cordoba;Nariño;63.54591126;65.88433594;70.29691302;77.64827547;78.98216343;90.63264395;97.22439103;127.1250371;119.1146459;101.1091434;135.0497212;176.5087455
Cuaspud;Nariño;39.23875482;34.73535367;39.75483604;50.87033806;57.74761336;62.13551107;53.61141489;54.11321961;51.90864886;46.97729179;64.42702642;84.19966762
Cumbal;Nariño;80.36271538;92.99495582;101.4977293;108.40735;121.2331977;137.7240517;142.491231;149.6318718;155.9104933;148.0211829;173.9924159;209.3316869
Cumbitara;Nariño;31.56723501;50.55341785;35.50146027;33.62334544;36.00356466;38.65365099;41.45236323;44.88342521;41.75039037;42.29225056;48.82696455;56.91291707
